weight,opponent_weight,wrestler_key,wrestler_score,opponent_key,opponent_score,_round,overtime,fall_time,result,winner,wrestler_seed,wrestler_school,opponent_seed,opponent_school,wrestler,opponent,year
142,142,Tom Shifflet,10,Joe Calhoun,9,r32,,,DEC,Tom Shifflet,3,Edinboro,,Ohio University,Tom Shifflet,Joe Calhoun,1993
142,142,Nick Melfi,5,Mike Kocsis,4,r32,,,DEC,Nick Melfi,,Navy,,Central Connecticut,Nick Melfi,Mike Kocsis,1993
142,142,Steve Marianetti,6,Joe Daubach,1,r32,,,DEC,Steve Marianetti,6,Illinois,,Eastern Illinois,Steve Marianetti,Joe Daubach,1993
142,142,Mike Eierman,-1,Tony Evans,-2,r32,,4:32,F,Mike Eierman,11,Nebraska,,Boise State,Mike Eierman,Tony Evans,1993
142,142,Tom Barley,7,Lincoln McIlravy,8,r16,,,DEC,Lincoln McIlravy,12,Millersville,5,Iowa,Tom Barley,Lincoln McIlravy,1993
142,142,Eric Jamerson,3,Charlie Branch,8,r16,,,DEC,Charlie Branch,,Boston University,,Virginia Military,Eric Jamerson,Charlie Branch,1993
142,142,Mark Cesari,1,Russ Hughes,3,r16,1,,DEC,Russ Hughes,9,North Carolina State,8,Penn State,Mark Cesari,Russ Hughes,1993
142,142,Shannyn Gillespie,6,Steve St. John,4,r16,1,,DEC,Shannyn Gillespie,1,Lock Haven,,Arizona State,Shannyn Gillespie,Steve St. John,1993
142,142,Gerry Abas,15,Andy Trevino,11,r16,,,DEC,Gerry Abas,2,Fresno State,,Indiana,Gerry Abas,Andy Trevino,1993
142,142,Michael Swift,7,Jody Wilson,3,r16,,,DEC,Michael Swift,10,California PA,7,Iowa State,Michael Swift,Jody Wilson,1993
142,142,Tom Shifflet,7,Nick Melfi,11,r16,,,DEC,Nick Melfi,3,Edinboro,,Navy,Tom Shifflet,Nick Melfi,1993
142,142,Steve Marianetti,2,Mike Eierman,3,r16,,,DEC,Mike Eierman,6,Illinois,11,Nebraska,Steve Marianetti,Mike Eierman,1993
142,142,Lincoln McIlravy,12,Charlie Branch,7,r8,,,DEC,Lincoln McIlravy,5,Iowa,,Virginia Military,Lincoln McIlravy,Charlie Branch,1993
142,142,Russ Hughes,4,Shannyn Gillespie,5,r8,,,DEC,Shannyn Gillespie,8,Penn State,1,Lock Haven,Russ Hughes,Shannyn Gillespie,1993
142,142,Gerry Abas,8,Michael Swift,2,r8,,,DEC,Gerry Abas,2,Fresno State,10,California PA,Gerry Abas,Michael Swift,1993
142,142,Tom Shifflet,9,Mike Eierman,11,r8,1,,DEC,Mike Eierman,3,Edinboro,11,Nebraska,Tom Shifflet,Mike Eierman,1993
142,142,Lincoln McIlravy,12,Shannyn Gillespie,7,r4,,,DEC,Lincoln McIlravy,5,Iowa,1,Lock Haven,Lincoln McIlravy,Shannyn Gillespie,1993
142,142,Gerry Abas,12,Mike Eierman,6,r4,,,DEC,Gerry Abas,2,Fresno State,11,Nebraska,Gerry Abas,Mike Eierman,1993
142,142,Lincoln McIlravy,16,Gerry Abas,15,m1,,,DEC,Lincoln McIlravy,5,Iowa,2,Fresno State,Lincoln McIlravy,Gerry Abas,1993
142,142,Matt Blair,3,Tom Barley,0,c1,,,DEC,Matt Blair,,West Virginia,12,Millersville,Matt Blair,Tom Barley,1993
142,142,Kevin Bracken,8,Eric Jamerson,1,c1,,,DEC,Kevin Bracken,,Illinois State,,Boston University,Kevin Bracken,Eric Jamerson,1993
142,142,Keith Burgess,7,Mark Cesari,6,c1,,,DEC,Keith Burgess,,Maryland,9,North Carolina State,Keith Burgess,Mark Cesari,1993
142,142,Mahlon Chase,2,Steve St. John,3,c1,,,DEC,Steve St. John,,American,,Arizona State,Mahlon Chase,Steve St. John,1993
142,142,Jim Pedro,3,Andy Trevino,2,c1,,,DEC,Jim Pedro,,Brown,,Indiana,Jim Pedro,Andy Trevino,1993
142,142,Steve Lilley,4,Jody Wilson,14,c1,,,MD,Jody Wilson,,Bloomsburg,7,Iowa State,Steve Lilley,Jody Wilson,1993
142,142,James Rawls,10,Nick Melfi,5,c1,,,DEC,James Rawls,,Michigan,,Navy,James Rawls,Nick Melfi,1993
142,142,Tony Evans,2,Steve Marianetti,5,c1,,,DEC,Steve Marianetti,,Boise State,6,Illinois,Tony Evans,Steve Marianetti,1993
142,142,Matt Blair,3,Kevin Bracken,4,c2,,,DEC,Kevin Bracken,,West Virginia,,Illinois State,Matt Blair,Kevin Bracken,1993
142,142,Keith Burgess,3,Steve St. John,5,c2,,,DEC,Steve St. John,,Maryland,,Arizona State,Keith Burgess,Steve St. John,1993
142,142,Jim Pedro,4,Jody Wilson,6,c2,1,,DEC,Jody Wilson,,Brown,7,Iowa State,Jim Pedro,Jody Wilson,1993
142,142,James Rawls,3,Steve Marianetti,4,c2,,,DEC,Steve Marianetti,,Michigan,6,Illinois,James Rawls,Steve Marianetti,1993
142,142,Kevin Bracken,8,Tom Shifflet,11,br,,,DEC,Tom Shifflet,,Illinois State,3,Edinboro,Kevin Bracken,Tom Shifflet,1993
142,142,Steve St. John,1,Michael Swift,3,br,1,,DEC,Michael Swift,,Arizona State,10,California PA,Steve St. John,Michael Swift,1993
142,142,Jody Wilson,7,Russ Hughes,5,br,,,DEC,Jody Wilson,7,Iowa State,8,Penn State,Jody Wilson,Russ Hughes,1993
142,142,Steve Marianetti,3,Charlie Branch,1,br,,,DEC,Steve Marianetti,6,Illinois,,Virginia Military,Steve Marianetti,Charlie Branch,1993
142,142,Tom Shifflet,4,Michael Swift,2,c4,,,DEC,Tom Shifflet,3,Edinboro,10,California PA,Tom Shifflet,Michael Swift,1993
142,142,Jody Wilson,1,Steve Marianetti,3,c4,1,,DEC,Steve Marianetti,7,Iowa State,6,Illinois,Jody Wilson,Steve Marianetti,1993
142,142,Tom Shifflet,4,Shannyn Gillespie,9,cs,,,DEC,Shannyn Gillespie,3,Edinboro,1,Lock Haven,Tom Shifflet,Shannyn Gillespie,1993
142,142,Steve Marianetti,13,Mike Eierman,2,cs,,,MD,Steve Marianetti,6,Illinois,11,Nebraska,Steve Marianetti,Mike Eierman,1993
142,142,Shannyn Gillespie,5,Steve Marianetti,4,m3,,,DEC,Shannyn Gillespie,1,Lock Haven,6,Illinois,Shannyn Gillespie,Steve Marianetti,1993
142,142,Mike Eierman,5,Tom Shifflet,3,m5,,,DEC,Mike Eierman,11,Nebraska,3,Edinboro,Mike Eierman,Tom Shifflet,1993
142,142,Jody Wilson,6,Michael Swift,4,m7,,,DEC,Jody Wilson,7,Iowa State,10,California PA,Jody Wilson,Michael Swift,1993
150,150,Joe Burke,13,Guy Harris,0,r32,,,MD,Joe Burke,12,Seton Hall,,Tennessee-Chattanooga,Joe Burke,Guy Harris,1993
150,150,Phil Armstrong,3,Mike Miller1,2,r32,,,DEC,Phil Armstrong,5,Brigham Young,,Clemson,Phil Armstrong,Mike Miller,1993
150,150,Jeff Theiler,2,Willy Short,3,r32,,,DEC,Willy Short,,Arizona State,4,Minnesota,Jeff Theiler,Willy Short,1993
150,150,Pat Craig,8,Mike Van Doren,7,r32,,,DEC,Pat Craig,,Oregon,,Bucknell,Pat Craig,Mike Van Doren,1993
150,150,Steve Cassidy,12,Charles Gary,2,r32,,,MD,Steve Cassidy,8,Lehigh,,Illinois,Steve Cassidy,Charles Gary,1993
150,150,Brian Harper,8,Steve Woods,2,r32,,,DEC,Brian Harper,9,Michigan,,Maryland,Brian Harper,Steve Woods,1993
150,150,Troy Sunderland,15,Rick Coltvet,1,r32,,,MD,Troy Sunderland,1,Penn State,,Nebraska,Troy Sunderland,Rick Coltvet,1993
150,150,Tim Roahrig,8,Wes Winterstein,3,r32,,,DEC,Tim Roahrig,,Purdue,,Air Force,Tim Roahrig,Wes Winterstein,1993
150,150,Mike Palazzo,-2,Brett Adkins,-1,r32,,4:01,F,Brett Adkins,,Indiana,,Ohio University,Mike Palazzo,Brett Adkins,1993
150,150,Terry Steiner,17,Sepp Dobler,2,r32,,4:52,TF,Terry Steiner,2,Iowa,,Brown,Terry Steiner,Sepp Dobler,1993
150,150,Jason Hawk,3,Ryan Lord,1,r32,,,DEC,Jason Hawk,10,Rutgers,,Wisconsin,Jason Hawk,Ryan Lord,1993
150,150,Frank Fronhofer,9,Brian Troop,3,r32,,,DEC,Frank Fronhofer,7,Harvard,,Millersville,Frank Fronhofer,Brian Troop,1993
150,150,Steve Budman,4,David Barnes,8,r32,,,DEC,David Barnes,,Pittsburgh,11,Miami Ohio,Steve Budman,David Barnes,1993
150,150,Serge Mezheritsky,10,Steve Dernlan,3,r32,,,DEC,Serge Mezheritsky,6,Fresno State,,Liberty,Serge Mezheritsky,Steve Dernlan,1993
150,150,Moss Grays,5,Jake Gaier,7,r32,,,DEC,Jake Gaier,,Clarion,,Cal Poly-SLO,Moss Grays,Jake Gaier,1993
150,150,Chad Bailey,2,Torrae Jackson,16,r32,,,MD,Torrae Jackson,,Bloomsburg,3,Iowa State,Chad Bailey,Torrae Jackson,1993
150,150,Joe Burke,3,Phil Armstrong,1,r16,,,DEC,Joe Burke,12,Seton Hall,5,Brigham Young,Joe Burke,Phil Armstrong,1993
150,150,Willy Short,16,Pat Craig,4,r16,,,MD,Willy Short,4,Minnesota,,Oregon,Willy Short,Pat Craig,1993
150,150,Steve Cassidy,4,Brian Harper,2,r16,,,DEC,Steve Cassidy,8,Lehigh,9,Michigan,Steve Cassidy,Brian Harper,1993
150,150,Troy Sunderland,7,Tim Roahrig,2,r16,,,DEC,Troy Sunderland,1,Penn State,,Purdue,Troy Sunderland,Tim Roahrig,1993
150,150,Brett Adkins,1,Terry Steiner,17,r16,,,TF,Terry Steiner,,Ohio University,2,Iowa,Brett Adkins,Terry Steiner,1993
150,150,Jason Hawk,6,Frank Fronhofer,5,r16,1,,DEC,Jason Hawk,10,Rutgers,7,Harvard,Jason Hawk,Frank Fronhofer,1993
150,150,David Barnes,4,Serge Mezheritsky,5,r16,,,DEC,Serge Mezheritsky,11,Miami Ohio,6,Fresno State,David Barnes,Serge Mezheritsky,1993
150,150,Jake Gaier,7,Torrae Jackson,22,r16,,6:23,TF,Torrae Jackson,,Cal Poly-SLO,3,Iowa State,Jake Gaier,Torrae Jackson,1993
150,150,Joe Burke,5,Willy Short,9,r8,,,DEC,Willy Short,12,Seton Hall,4,Minnesota,Joe Burke,Willy Short,1993
150,150,Steve Cassidy,2,Troy Sunderland,10,r8,,,MD,Troy Sunderland,8,Lehigh,1,Penn State,Steve Cassidy,Troy Sunderland,1993
150,150,Terry Steiner,-1,Jason Hawk,-2,r8,,2:40,F,Terry Steiner,2,Iowa,10,Rutgers,Terry Steiner,Jason Hawk,1993
150,150,Serge Mezheritsky,2,Torrae Jackson,3,r8,,,DEC,Torrae Jackson,6,Fresno State,3,Iowa State,Serge Mezheritsky,Torrae Jackson,1993
150,150,Willy Short,2,Troy Sunderland,6,r4,,,DEC,Troy Sunderland,4,Minnesota,1,Penn State,Willy Short,Troy Sunderland,1993
150,150,Terry Steiner,2,Torrae Jackson,0,r4,,,DEC,Terry Steiner,2,Iowa,3,Iowa State,Terry Steiner,Torrae Jackson,1993
150,150,Troy Sunderland,7,Terry Steiner,8,m1,,,DEC,Terry Steiner,1,Penn State,2,Iowa,Troy Sunderland,Terry Steiner,1993
150,150,Guy Harris,1,Phil Armstrong,2,c1,,,DEC,Phil Armstrong,,Tennessee-Chattanooga,5,Brigham Young,Guy Harris,Phil Armstrong,1993
150,150,Jeff Theiler,-1,Pat Craig,-2,c1,,2:29,F,Jeff Theiler,,Arizona State,,Oregon,Jeff Theiler,Pat Craig,1993
150,150,Charles Gary,1,Brian Harper,3,c1,,,DEC,Brian Harper,,Illinois,9,Michigan,Charles Gary,Brian Harper,1993
150,150,Steve Hartle,5,Tim Roahrig,4,c1,,,DEC,Steve Hartle,,Northern Iowa,,Purdue,Steve Hartle,Tim Roahrig,1993
150,150,Sepp Dobler,-2,Brett Adkins,-1,c1,,1:46,F,Brett Adkins,,Brown,,Ohio University,Sepp Dobler,Brett Adkins,1993
150,150,Ryan Lord,1,Frank Fronhofer,2,c1,1,,DEC,Frank Fronhofer,,Wisconsin,7,Harvard,Ryan Lord,Frank Fronhofer,1993
150,150,Steve Dernlan,3,David Barnes,10,c1,,,DEC,David Barnes,,Liberty,11,Miami Ohio,Steve Dernlan,David Barnes,1993
150,150,Chad Bailey,7,Jake Gaier,9,c1,1,,DEC,Jake Gaier,,Bloomsburg,,Cal Poly-SLO,Chad Bailey,Jake Gaier,1993
150,150,Phil Armstrong,0,Jeff Theiler,3,c2,,,DEC,Jeff Theiler,5,Brigham Young,,Arizona State,Phil Armstrong,Jeff Theiler,1993
150,150,Brian Harper,1,Steve Hartle,3,c2,1,,DEC,Steve Hartle,9,Michigan,,Northern Iowa,Brian Harper,Steve Hartle,1993
150,150,Brett Adkins,10,Frank Fronhofer,6,c2,,,DEC,Brett Adkins,,Ohio University,7,Harvard,Brett Adkins,Frank Fronhofer,1993
150,150,David Barnes,11,Jake Gaier,2,c2,,,MD,David Barnes,11,Miami Ohio,,Cal Poly-SLO,David Barnes,Jake Gaier,1993
150,150,Jeff Theiler,3,Serge Mezheritsky,5,br,,,DEC,Serge Mezheritsky,,Arizona State,6,Fresno State,Jeff Theiler,Serge Mezheritsky,1993
150,150,Steve Hartle,5,Jason Hawk,3,br,,,DEC,Steve Hartle,,Northern Iowa,10,Rutgers,Steve Hartle,Jason Hawk,1993
150,150,Brett Adkins,1,Steve Cassidy,2,br,1,,DEC,Steve Cassidy,,Ohio University,8,Lehigh,Brett Adkins,Steve Cassidy,1993
150,150,David Barnes,1,Joe Burke,3,br,,,DEC,Joe Burke,11,Miami Ohio,12,Seton Hall,David Barnes,Joe Burke,1993
150,150,Serge Mezheritsky,4,Steve Hartle,1,c4,,,DEC,Serge Mezheritsky,6,Fresno State,,Northern Iowa,Serge Mezheritsky,Steve Hartle,1993
150,150,Steve Cassidy,2,Joe Burke,7,c4,,,DEC,Joe Burke,8,Lehigh,12,Seton Hall,Steve Cassidy,Joe Burke,1993
150,150,Serge Mezheritsky,1,Willy Short,2,cs,,,DEC,Willy Short,6,Fresno State,4,Minnesota,Serge Mezheritsky,Willy Short,1993
150,150,Joe Burke,1,Torrae Jackson,0,cs,,,DEC,Joe Burke,12,Seton Hall,3,Iowa State,Joe Burke,Torrae Jackson,1993
150,150,Willy Short,10,Joe Burke,6,m3,,,DEC,Willy Short,4,Minnesota,12,Seton Hall,Willy Short,Joe Burke,1993
150,150,Torrae Jackson,3,Serge Mezheritsky,2,m5,,,DEC,Torrae Jackson,3,Iowa State,6,Fresno State,Torrae Jackson,Serge Mezheritsky,1993
150,150,Steve Cassidy,8,Steve Hartle,2,m7,,,DEC,Steve Cassidy,8,Lehigh,,Northern Iowa,Steve Cassidy,Steve Hartle,1993
150,150,Troy Sunderland,12,Steve Hartle,0,p1,,,MD,Troy Sunderland,1,Penn State,,Northern Iowa,Troy Sunderland,Steve Hartle,1993
150,150,Terry Steiner,-1,Ted Hickey,-2,p1,,4:07,F,Terry Steiner,2,Iowa,,Southwest Missouri,Terry Steiner,Ted Hickey,1993
150,150,Pat Craig,12,Mike Chase,1,p1,,,MD,Pat Craig,,Oregon,,North Carolina,Pat Craig,Mike Chase,1993
150,150,Steve Hartle,4,Rick Coltvet,2,cp1,,,DEC,Steve Hartle,,Northern Iowa,,Nebraska,Steve Hartle,Rick Coltvet,1993
150,150,Sepp Dobler,4,Ted Hickey,3,cp1,,,DEC,Sepp Dobler,,Brown,,Southwest Missouri,Sepp Dobler,Ted Hickey,1993
158,158,Marty Collins,6,Shawn Tripoli,4,r32,,,DEC,Marty Collins,,Cleveland State,,Central Connecticut,Marty Collins,Shawn Tripoli,1993
158,158,Josh Robbins,7,Lou Cerchio,3,r32,,,DEC,Josh Robbins,4,Penn State,,Seton Hall,Josh Robbins,Lou Cerchio,1993
158,158,Mike Marzetta,1,Andy Fitzpatrick,5,r32,1,,DEC,Andy Fitzpatrick,5,Minnesota,,Bloomsburg,Mike Marzetta,Andy Fitzpatrick,1993
158,158,Jason Leonard,5,Corey Creech,2,r32,,,DEC,Jason Leonard,12,Oklahoma,,Appalachian State,Jason Leonard,Corey Creech,1993
158,158,Matt Lindland,4,Earl Walker,13,r32,,,MD,Earl Walker,1,Nebraska,,Boston University,Matt Lindland,Earl Walker,1993
158,158,Scott Petche,5,Doug Taylor,18,r32,,,MD,Doug Taylor,,Indiana,,West Virginia,Scott Petche,Doug Taylor,1993
158,158,Jamie Byrne,12,Chris Donegan,3,r32,,,MD,Jamie Byrne,8,Northern Iowa,,Clemson,Jamie Byrne,Chris Donegan,1993
158,158,Jim Andrassy,9,Jamie St. John,7,r32,,,DEC,Jim Andrassy,,Kent State,9,Syracuse,Jim Andrassy,Jamie St. John,1993
158,158,Terry Watts,-2,Sean Bormet,-1,r32,,6:17,F,Sean Bormet,,Fresno State,2,Michigan,Terry Watts,Sean Bormet,1993
158,158,Rob Hjerling,8,Earl Harrison,14,r32,,,DEC,Earl Harrison,,American,,Iowa State,Rob Hjerling,Earl Harrison,1993
158,158,Dan Wirnsberger,4,Vasilios Lahanas,3,r32,,,DEC,Dan Wirnsberger,10,Michigan State,,Maryland,Dan Wirnsberger,Vasilios Lahanas,1993
158,158,Dan Alar,5,Roy Hall,7,r32,,,DEC,Roy Hall,7,Oregon State,,Purdue,Dan Alar,Roy Hall,1993
158,158,T.C. Dantzler,5,Christian Holiday,13,r32,,,MD,Christian Holiday,,Northern Illinois,,Cal State-Fullerton,T.C. Dantzler,Christian Holiday,1993
158,158,Marc Taylor,3,Mike Schyck,14,r32,,,MD,Mike Schyck,,North Carolina,6,Ohio State,Marc Taylor,Mike Schyck,1993
158,158,Mike Migliaccio,3,Kemal Pegram,9,r32,,,DEC,Kemal Pegram,,Miami Ohio,,Lock Haven,Mike Migliaccio,Kemal Pegram,1993
158,158,Markus Mollica,6,Jim Prendergast,4,r32,1,,DEC,Markus Mollica,3,Arizona State,,Southwest Missouri,Markus Mollica,Jim Prendergast,1993
158,158,Marty Collins,3,Josh Robbins,15,r16,,,MD,Josh Robbins,,Cleveland State,4,Penn State,Marty Collins,Josh Robbins,1993
158,158,Andy Fitzpatrick,0,Jason Leonard,2,r16,,,DEC,Jason Leonard,,Bloomsburg,12,Oklahoma,Andy Fitzpatrick,Jason Leonard,1993
158,158,Earl Walker,9,Doug Taylor,12,r16,,,DEC,Doug Taylor,,Boston University,,West Virginia,Earl Walker,Doug Taylor,1993
158,158,Jamie Byrne,5,Jim Andrassy,3,r16,,,DEC,Jamie Byrne,8,Northern Iowa,,Kent State,Jamie Byrne,Jim Andrassy,1993
158,158,Sean Bormet,9,Earl Harrison,0,r16,,,MD,Sean Bormet,2,Michigan,,Iowa State,Sean Bormet,Earl Harrison,1993
158,158,Dan Wirnsberger,10,Roy Hall,4,r16,,,DEC,Dan Wirnsberger,10,Michigan State,,Purdue,Dan Wirnsberger,Roy Hall,1993
158,158,Christian Holiday,2,Mike Schyck,6,r16,,,DEC,Mike Schyck,,Cal State-Fullerton,6,Ohio State,Christian Holiday,Mike Schyck,1993
158,158,Kemal Pegram,2,Markus Mollica,3,r16,,,DEC,Markus Mollica,,Lock Haven,3,Arizona State,Kemal Pegram,Markus Mollica,1993
158,158,Josh Robbins,9,Jason Leonard,3,r8,,,DEC,Josh Robbins,4,Penn State,12,Oklahoma,Josh Robbins,Jason Leonard,1993
158,158,Doug Taylor,5,Jamie Byrne,2,r8,,,DEC,Doug Taylor,,West Virginia,8,Northern Iowa,Doug Taylor,Jamie Byrne,1993
158,158,Sean Bormet,5,Dan Wirnsberger,6,r8,1,,DEC,Dan Wirnsberger,2,Michigan,10,Michigan State,Sean Bormet,Dan Wirnsberger,1993
158,158,Mike Schyck,3,Markus Mollica,4,r8,1,,DEC,Markus Mollica,6,Ohio State,3,Arizona State,Mike Schyck,Markus Mollica,1993
158,158,Josh Robbins,6,Doug Taylor,4,r4,1,,DEC,Josh Robbins,4,Penn State,,West Virginia,Josh Robbins,Doug Taylor,1993
158,158,Dan Wirnsberger,5,Markus Mollica,7,r4,,,DEC,Markus Mollica,10,Michigan State,3,Arizona State,Dan Wirnsberger,Markus Mollica,1993
158,158,Josh Robbins,4,Markus Mollica,6,m1,,,DEC,Markus Mollica,4,Penn State,3,Arizona State,Josh Robbins,Markus Mollica,1993
158,158,Lou Cerchio,6,Marty Collins,12,c1,,,DEC,Marty Collins,,Seton Hall,,Cleveland State,Lou Cerchio,Marty Collins,1993
158,158,Corey Creech,2,Andy Fitzpatrick,5,c1,,,DEC,Andy Fitzpatrick,,Appalachian State,,Bloomsburg,Corey Creech,Andy Fitzpatrick,1993
158,158,Scott Petche,5,Earl Walker,12,c1,,,DEC,Earl Walker,,Indiana,,Boston University,Scott Petche,Earl Walker,1993
158,158,Andy Leathers,-1,Jim Andrassy,-2,c1,,3:21,F,Andy Leathers,,Boise State,,Kent State,Andy Leathers,Jim Andrassy,1993
158,158,Terry Watts,5,Earl Harrison,7,c1,,,DEC,Earl Harrison,,Fresno State,,Iowa State,Terry Watts,Earl Harrison,1993
158,158,Vasilios Lahanas,5,Roy Hall,11,c1,,,DEC,Roy Hall,,Maryland,,Purdue,Vasilios Lahanas,Roy Hall,1993
158,158,Jim Prendergast,12,Christian Holiday,9,c1,,,DEC,Jim Prendergast,,Southwest Missouri,,Cal State-Fullerton,Jim Prendergast,Christian Holiday,1993
158,158,Doug Taylor,7,Christian Holiday,11,c1,,,DEC,Christian Holiday,,West Virginia,,Cal State-Fullerton,Doug Taylor,Christian Holiday,1993
158,158,Marty Collins,6,Andy Fitzpatrick,4,c2,,,DEC,Marty Collins,,Cleveland State,,Bloomsburg,Marty Collins,Andy Fitzpatrick,1993
158,158,Earl Walker,-1,Andy Leathers,-2,c2,,3:38,F,Earl Walker,,Boston University,,Boise State,Earl Walker,Andy Leathers,1993
158,158,Earl Harrison,7,Roy Hall,6,c2,,,DEC,Earl Harrison,,Iowa State,,Purdue,Earl Harrison,Roy Hall,1993
158,158,Christian Holiday,0,Jim Prendergast,8,c2,,,MD,Jim Prendergast,,Cal State-Fullerton,,Southwest Missouri,Christian Holiday,Jim Prendergast,1993
158,158,Marty Collins,7,Mike Schyck,8,br,,,DEC,Mike Schyck,,Cleveland State,6,Ohio State,Marty Collins,Mike Schyck,1993
158,158,Earl Walker,2,Sean Bormet,7,br,,,DEC,Sean Bormet,,Boston University,2,Michigan,Earl Walker,Sean Bormet,1993
158,158,Earl Harrison,5,Jamie Byrne,2,br,,,DEC,Earl Harrison,,Iowa State,8,Northern Iowa,Earl Harrison,Jamie Byrne,1993
158,158,Jim Prendergast,6,Jason Leonard,2,br,,,DEC,Jim Prendergast,,Southwest Missouri,12,Oklahoma,Jim Prendergast,Jason Leonard,1993
158,158,Mike Schyck,-2,Sean Bormet,-1,c4,,1:29,F,Sean Bormet,6,Ohio State,2,Michigan,Mike Schyck,Sean Bormet,1993
158,158,Earl Harrison,0,Jim Prendergast,15,c4,,3:30,TF,Jim Prendergast,,Iowa State,,Southwest Missouri,Earl Harrison,Jim Prendergast,1993
158,158,Sean Bormet,-1,Doug Taylor,-2,cs,,1:12,F,Sean Bormet,2,Michigan,,West Virginia,Sean Bormet,Doug Taylor,1993
158,158,Jim Prendergast,1,Dan Wirnsberger,2,cs,,,DEC,Dan Wirnsberger,,Southwest Missouri,10,Michigan State,Jim Prendergast,Dan Wirnsberger,1993
158,158,Sean Bormet,2,Dan Wirnsberger,0,m3,,,DEC,Sean Bormet,2,Michigan,10,Michigan State,Sean Bormet,Dan Wirnsberger,1993
158,158,Doug Taylor,-1,Jim Prendergast,-2,m5,,1:26,F,Doug Taylor,,West Virginia,,Southwest Missouri,Doug Taylor,Jim Prendergast,1993
158,158,Mike Schyck,13,Earl Harrison,5,m7,,,MD,Mike Schyck,6,Ohio State,,Iowa State,Mike Schyck,Earl Harrison,1993
158,158,Rob Hjerling,17,Mark Lawton,15,p1,,,DEC,Rob Hjerling,,American,,Millersville,Rob Hjerling,Mark Lawton,1993
158,158,T.C. Dantzler,7,Joe Mocco,3,p1,,,DEC,T.C. Dantzler,,Northern Illinois,,Brown,T.C. Dantzler,Joe Mocco,1993
158,158,Jamie Byrne,13,Andy Leathers,5,p1,,,MD,Jamie Byrne,8,Northern Iowa,,Boise State,Jamie Byrne,Andy Leathers,1993
158,158,Jason Leonard,-1,Joe Kijowski,-2,p1,,2:40,F,Jason Leonard,12,Oklahoma,,Duquesne,Jason Leonard,Joe Kijowski,1993
158,158,Andy Leathers,-1,Chris Donegan,-2,cp1,,,F,Andy Leathers,,Boise State,,Clemson,Andy Leathers,Chris Donegan,1993
158,158,Corey Creech,6,Joe Kijowski,3,cp1,,,DEC,Corey Creech,,Appalachian State,,Duquesne,Corey Creech,Joe Kijowski,1993
167,167,Chris Walter,12,Matt Gruska,4,r32,,,MD,Chris Walter,,Wisconsin,,Illinois State,Chris Walter,Matt Gruska,1993
167,167,Chris Kwortnik,-1,Derek Scott,-2,r32,,2:03,F,Chris Kwortnik,4,North Carolina State,,Cal State-Bakersfield,Chris Kwortnik,Derek Scott,1993
167,167,Billy Kumprey,10,Matt Nerem,4,r32,,,DEC,Billy Kumprey,5,Marquette,,Iowa,Billy Kumprey,Matt Nerem,1993
167,167,Tommy Robbins,5,Aaron Moran,6,r32,,,DEC,Aaron Moran,12,Nebraska,,Purdue,Tommy Robbins,Aaron Moran,1993
167,167,Jim Kossakowski,10,Matt Sprague,3,r32,,,DEC,Jim Kossakowski,,Northern Illinois,,Oregon,Jim Kossakowski,Matt Sprague,1993
167,167,Chris Studer,8,Dave Robin,1,r32,,,DEC,Chris Studer,9,Boston University,,Rider,Chris Studer,Dave Robin,1993
167,167,Scott Hage,12,Brett Colombini,20,r32,,,MD,Brett Colombini,,West Virginia,8,Minnesota,Scott Hage,Brett Colombini,1993
167,167,Dave Hart,13,Paul Casey,1,r32,,,MD,Dave Hart,2,Penn State,,Ohio University,Dave Hart,Paul Casey,1993
167,167,Rob Reaves,4,Bill Terry,8,r32,,,DEC,Bill Terry,,Citadel,,Old Dominion,Rob Reaves,Bill Terry,1993
167,167,Kyle Scrimgeour,4,Ken Bauer,7,r32,,,DEC,Ken Bauer,,Oklahoma,10,Edinboro,Kyle Scrimgeour,Ken Bauer,1993
167,167,Rick Hepp,18,Stan Banks,6,r32,,,MD,Rick Hepp,7,Lehigh,,North Carolina,Rick Hepp,Stan Banks,1993
167,167,Jamie Cummings,4,Jim Brasco,8,r32,,,DEC,Jim Brasco,11,Navy,,Duquesne,Jamie Cummings,Jim Brasco,1993
167,167,Simon Reese,4,Shaon Fry,9,r32,,,DEC,Shaon Fry,,Army,6,Missouri,Simon Reese,Shaon Fry,1993
167,167,Pete Szymczak,2,Trent Flack,7,r32,,,DEC,Trent Flack,,Wyoming,3,Oregon State,Pete Szymczak,Trent Flack,1993
167,167,Sean Gibbs,12,Vic Bernardino,8,r32,,,DEC,Sean Gibbs,,Pittsburgh,,Franklin & Marshall,Sean Gibbs,Vic Bernardino,1993
167,167,Ray Miller,6,Howie Miller,2,r32,,,DEC,Ray Miller,1,Arizona State,,Virginia,Ray Miller,Howie Miller,1993
167,167,Chris Walter,6,Chris Kwortnik,11,r16,,,DEC,Chris Kwortnik,,Wisconsin,4,North Carolina State,Chris Walter,Chris Kwortnik,1993
167,167,Billy Kumprey,-1,Aaron Moran,-2,r16,,2:54,F,Billy Kumprey,5,Marquette,,Purdue,Billy Kumprey,Aaron Moran,1993
167,167,Ray Miller,12,Jim Kossakowski,6,r16,,,DEC,Ray Miller,1,Arizona State,,Northern Illinois,Ray Miller,Jim Kossakowski,1993
